,Gender,UG Specialization (Major),Interests,Skills,Average CGPA/Percentage,Certification Courses,Certification Course Title,Working Status,Mapped Category
758,0,finance,"financial analysis,sports industry","accounting skills,active listening,critical thinking,analytical skills,finance related skills,mass communication,problem solving skills,risk management skills,social media marketing",60.0,0,no,0,Business & Entrepreneurship
759,0,civil engineering,"financial analysis,govt job,project management",project management,72.2,1,budgeting and scheduling progress,1,Career & Professional Development
760,0,electrical and electronics engineering,"technology,entrepreneurship","creativity skills,leadership,market study, teamwork, programming",71.25,1,"tableau,python training",1,Technology & Data Science
761,1,physics,govt job,"artistic creative skills,editing,social media marketing",70.0,1,"tally, csc",0,Career & Professional Development
762,0,maths ,"financial analysis,teaching,understand human behaviour","accounting skills,business knowledge",63.65,1,b.a,1,Business & Entrepreneurship
763,0,computer science engineering,"financial analysis,game industry","active listening,programming language skills,people management,communication skills,product knowledge,linux,java",70.7,1,java core,1,Business & Entrepreneurship
764,0,mathematics ,"sales marketing,trading,understand human behaviour","artistic creative skills,analytical skills,editing,writing skills",60.0,1,frankfinn ,1,Business & Entrepreneurship
765,0,dynamics of machine,"technology,trading,product life cycle management","gathering information,business knowledge,people management,communication skills,leadership,product knowledge,problem solving skills,risk management skills,client management,good communication skills",76.0,0,no,1,Business & Entrepreneurship
766,1,coding ,"game industry,design,navy defence related","artistic creative skills,editing,designing skills,python,good communication skills",78.0,1,animation ,0,Creative & Design
767,1,business administration,"market reserach,human resource",hr,80.75,1,certified professional- recruiter,1,Business & Entrepreneurship
768,0,instrumention engineering,entrepreneurship,writing,60.9,0,no,0,Business & Entrepreneurship
769,1,accountancy & finance,financial analysis,"accountancy, financial management, cost accountancy, taxation",72.58,1,the institute of chartered accountants of india,1,Business & Entrepreneurship
770,1,marketing,"news coverage,research,social justice,technology,understand human behaviour,govt job,digital marketing","active listening,gathering information,artistic creative skills,communication skills,negotiation skills,medical knowledge",58.0,1,research analysts,0,Social Impact & Humanities
771,0,electrical and electronics engineering,"technology,trading,data scientist","active listening,hardware skills,programming language skills,critical thinking,mass communication",67.0,1,python,1,Technology & Data Science
772,0,electrical and electronic engineering,"technology,trading,govt job,infrastructure,social causes","critical thinking,business knowledge,analytical skills,risk management skills",63.0,0,no,1,Technology & Data Science
773,1,electronics and communication engineering,"financial analysis,technology,data analytics","analytical skills,data visualization skills power bi tableau ,machine learning skills,python,sql",80.0,1,machine learning,1,Technology & Data Science
774,1,electronics and communication engineering,"financial analysis,technology,data analytics","active listening,programming language skills,critical thinking,business knowledge,analytical skills,communication skills,data visualization skills power bi tableau ,machine learning skills,python,artificial intelligence,sql",80.0,1,machine learning ,1,Technology & Data Science
775,1,computer science engineering,"sales marketing, technology, entrepreneurship, understand human behaviour","python, java, sql, oracle, programming, logical skills, c , writing, sales",71.0,1,ed spread courses ,0,Business & Entrepreneurship
776,0,electronics and communication engineering,"research, technology, entrepreneurship","business knowledge, communication skills, negotiation skills, work under pressure, leadership, editing, product knowledge, team work, logical skills, interpersonal skills, presentation skills, problem solving skills, mass communication, writing, designing skills, subject knowledge",81.13,1,"az-900, dp - 900",1,Technology & Data Science
777,0,electrical and electronics engineering,software job,no,73.15,0,no,1,Technology & Data Science
778,0,automobile engineering,entrepreneurship,"business knowledge, sales",65.55,0,no,0,Business & Entrepreneurship
779,1,computer science engineering,technology,"programming language skills,sql,java,good communication skills",64.0,0,no,1,Technology & Data Science
780,1,electronics and communication engineering,"research,social justice,teaching,technology,web designing,content writing,data analytics,game industry,data scientist,market reserach,gardening","active listening,programming language skills,critical thinking,gathering information,artistic creative skills,business knowledge,analytical skills,people management,communication skills,negotiation skills,mass communication,leadership,editing,problem solving skills,risk management skills,designing skills,writing skills,data visualization skills power bi tableau ,machine learning skills,c ,presentation skills,python,sql,java,hospitality,hr,matlab,good communication skills",75.0,1,ibm certification in machine learning,1,Technology & Data Science
781,0,electronics n telecommunication,"financial analysis,data analytics","programming language skills,critical thinking,analytical skills,finance related skills,communication skills,negotiation skills,leadership,problem solving skills,designing skills,data visualization skills power bi tableau ,interpersonal skills,presentation skills,python,artificial intelligence,good communication skills,teaching",67.0,0,no,1,Technology & Data Science
